epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,197.173,1.79695,1.8068,1.32907,0.93946,0.31291,0.42979,0.19799,1.52426,1.81379,1.19008,0.00030009,0.00030009,0.00030009
2,362.241,1.5535,1.07859,1.19063,0.86716,0.79333,0.86763,0.45004,1.34144,0.9756,1.12733,0.000602303,0.000602303,0.000602303
